rank_position,content_id,baseline_score,reason_code,action_label,content_age_days,impressions_prev_30d,impressions_last_30d
1,content_3437133c7ccf,58.82062746890881,STALE_HIGH_DROP,URGENT_REFRESH,421,36552,2699
2,content_ec66c58d9826,56.5319444461234,STALE_HIGH_DROP,URGENT_REFRESH,224,57814,2779
3,content_b1bc831deff1,54.193820815568365,STALE_HIGH_DROP,URGENT_REFRESH,545,9998,663
4,content_66b4046cc144,53.95957326091292,STALE_HIGH_DROP,URGENT_REFRESH,225,69303,7408
5,content_33da44cb09c9,53.9416599108572,STALE_HIGH_DROP,URGENT_REFRESH,326,35788,3989
6,content_c9147cda01f0,52.457028451716,STALE_HIGH_DROP,URGENT_REFRESH,421,18188,2096
7,content_20e876d26019,52.25019887069781,STALE_HIGH_DROP,URGENT_REFRESH,224,28637,1716
8,content_6352ef618f56,52.060031137639825,STALE_HIGH_DROP,URGENT_REFRESH,421,13265,1230
9,content_a4188e703dee,51.69088552749961,STALE_HIGH_DROP,URGENT_REFRESH,326,16143,1268
10,content_65114d89496d,50.37500346726723,STALE_HIGH_DROP,URGENT_REFRESH,482,54088,13633
11,content_8053a66bd6ac,49.520706588372995,STALE_HIGH_DROP,URGENT_REFRESH,236,24121,2472
12,content_551fe371f51b,48.83090027710845,STALE_HIGH_DROP,URGENT_REFRESH,224,45118,7161
13,content_095661034f9b,48.41574465385389,STALE_HIGH_DROP,URGENT_REFRESH,287,11326,952
14,content_fb4bf6555c79,47.96852699847062,STALE_HIGH_DROP,URGENT_REFRESH,299,25249,4300
15,content_cf56e2e2e282,47.52283448438359,STALE_HIGH_DROP,URGENT_REFRESH,231,26791,3864
16,content_acf71f98ada2,47.48615129998316,STALE_HIGH_DROP,URGENT_REFRESH,224,24542,3254
17,content_0919dd345d80,47.34401701186624,STALE_HIGH_DROP,URGENT_REFRESH,326,46296,11057
18,content_a20c25627ed7,47.30339226849328,STALE_HIGH_DROP,URGENT_REFRESH,445,44418,12232
19,content_4092ad6d1f71,47.26427084564523,STALE_HIGH_DROP,URGENT_REFRESH,326,8549,840
20,content_548f0bf562a9,47.242722137671976,STALE_HIGH_DROP,URGENT_REFRESH,463,6966,908
21,content_1276a0c674ce,47.180196599919135,STALE_HIGH_DROP,URGENT_REFRESH,224,46183,8725
22,content_fb66dd8f4629,46.58797527966341,STALE_HIGH_DROP,URGENT_REFRESH,216,25453,3725
23,content_8f65a4dbfd0e,46.55658613857589,STALE_HIGH_DROP,URGENT_REFRESH,256,7573,459
24,content_66945e57b109,46.443371254902345,STALE_HIGH_DROP,URGENT_REFRESH,421,4261,343
25,content_331a01416e92,46.24291308979045,STALE_HIGH_DROP,URGENT_REFRESH,445,1966,0
26,content_c0e96a7db2c6,46.09090521169336,STALE_HIGH_DROP,URGENT_REFRESH,333,3711,129
27,content_bdd7c88a58ed,46.04836776001208,STALE_HIGH_DROP,URGENT_REFRESH,421,32544,8684
28,content_5a6e508b7597,46.0150240064235,STALE_HIGH_DROP,URGENT_REFRESH,421,3448,225
29,content_c3864767af8f,45.93178068680036,STALE_HIGH_DROP,URGENT_REFRESH,313,5913,473
30,content_e8fc703f7ef0,45.91547797024235,STALE_HIGH_DROP,URGENT_REFRESH,463,2318,80
31,content_007d1f134801,45.82590521145445,STALE_HIGH_DROP,URGENT_REFRESH,326,16869,3151
32,content_09b9a4d97410,45.64450640040514,STALE_HIGH_DROP,URGENT_REFRESH,326,4495,281
33,content_ba740deaf550,45.627915904422245,STALE_HIGH_DROP,URGENT_REFRESH,421,5411,659
34,content_7ea36c800544,45.4901489372524,STALE_HIGH_DROP,URGENT_REFRESH,421,8297,1377
35,content_b9501e96d640,45.342112093808524,STALE_HIGH_DROP,URGENT_REFRESH,279,3589,60
36,content_e540f63bc134,44.993623516957435,STALE_HIGH_DROP,URGENT_REFRESH,326,5328,502
37,content_65d9331f55fb,44.82381142854249,STALE_HIGH_DROP,URGENT_REFRESH,326,17287,3571
38,content_8279726d9928,44.77375089867937,STALE_HIGH_DROP,URGENT_REFRESH,421,13353,2941
39,content_5c7986c4bc99,44.73168010968572,STALE_HIGH_DROP,URGENT_REFRESH,216,9337,844
40,content_ea60515fd480,44.49821886540702,STALE_HIGH_DROP,URGENT_REFRESH,224,47900,11382
41,content_b80d73524f2d,44.21483245888843,STALE_HIGH_DROP,URGENT_REFRESH,333,12366,2380
42,content_124763d39ca5,44.171844377765744,STALE_HIGH_DROP,URGENT_REFRESH,286,43307,11646
43,content_7368877ea310,44.0887059678858,STALE_HIGH_DROP,URGENT_REFRESH,231,20472,3778
44,content_29fcdf0d8513,43.97798316692038,STALE_HIGH_DROP,URGENT_REFRESH,312,4955,497
45,content_2aa2be227319,43.491052702534546,STALE_HIGH_DROP,URGENT_REFRESH,236,3671,113
46,content_2333ccd359f7,43.15138692163806,STALE_HIGH_DROP,URGENT_REFRESH,224,14841,2530
47,content_9623e642ff3a,43.119291709412096,STALE_HIGH_DROP,URGENT_REFRESH,312,2695,134
48,content_8b1eeb87a7c5,43.09369903697623,STALE_HIGH_DROP,URGENT_REFRESH,312,13555,2870
49,content_cbd35a3c45b2,43.07565594622886,STALE_HIGH_DROP,URGENT_REFRESH,224,8934,1123
50,content_a335c928f213,42.72160112160337,STALE_HIGH_DROP,URGENT_REFRESH,299,7830,1288
51,content_6cdd24c40f24,42.670395734004195,STALE_HIGH_DROP,URGENT_REFRESH,224,6287,623
52,content_0cb521c5b221,42.63567164383824,STALE_HIGH_DROP,URGENT_REFRESH,389,4355,640
53,content_508e1b3422b3,42.52453840575397,STALE_HIGH_DROP,URGENT_REFRESH,333,4532,592
54,content_f99c7d95b7d0,42.47373631311666,STALE_HIGH_DROP,URGENT_REFRESH,224,9575,1383
55,content_09f36a8feb8c,42.41305856338237,STALE_HIGH_DROP,URGENT_REFRESH,326,4575,598
56,content_1498b17f899b,42.33102984269372,STALE_HIGH_DROP,URGENT_REFRESH,310,4399,531
57,content_e55da9707bf5,42.29563955016839,STALE_HIGH_DROP,URGENT_REFRESH,421,11371,2851
58,content_d643674bfdca,42.21415595780816,STALE_HIGH_DROP,URGENT_REFRESH,326,6232,1031
59,content_a1583c483d51,42.140678455098474,STALE_HIGH_DROP,URGENT_REFRESH,326,5886,950
60,content_9983d31c53cb,42.03978197854102,STALE_HIGH_DROP,URGENT_REFRESH,326,2690,216
61,content_21d79c60f58d,42.018824522000074,STALE_HIGH_DROP,URGENT_REFRESH,421,2468,271
62,content_a0c3be8b0794,41.98024513060238,STALE_HIGH_DROP,URGENT_REFRESH,557,827,9
63,content_90581679d3ea,41.82881970308849,STALE_HIGH_DROP,URGENT_REFRESH,362,9896,2262
64,content_378e77671f51,41.727379291726145,STALE_HIGH_DROP,URGENT_REFRESH,326,2930,284
65,content_061b51236cbd,41.726356970954164,STALE_HIGH_DROP,URGENT_REFRESH,333,4264,600
66,content_3f4422cf50a7,41.717278249583565,STALE_HIGH_DROP,URGENT_REFRESH,333,7377,1430
67,content_e32ec994d05a,41.71231689098115,STALE_HIGH_DROP,URGENT_REFRESH,326,5363,863
68,content_d7175187ff12,41.659467444750256,STALE_HIGH_DROP,URGENT_REFRESH,326,12822,3068
69,content_86398e14cd53,41.65628094897445,STALE_HIGH_DROP,URGENT_REFRESH,421,4067,694
70,content_97bb507def8a,41.54436370337178,STALE_HIGH_DROP,URGENT_REFRESH,216,7146,927
71,content_2340840d66ac,41.50376216941043,STALE_HIGH_DROP,URGENT_REFRESH,224,32599,8560
72,content_341b1ecdea85,41.30032054212224,STALE_HIGH_DROP,URGENT_REFRESH,224,12963,2524
73,content_0f9305fb9daa,41.29367910378388,STALE_HIGH_DROP,URGENT_REFRESH,504,1765,198
74,content_bddff2018265,41.23477544560996,STALE_HIGH_DROP,URGENT_REFRESH,236,6926,1019
75,content_cc9b74976b93,41.175832246562244,STALE_HIGH_DROP,URGENT_REFRESH,286,10771,2330
76,content_f615d968944f,41.1127411074297,STALE_HIGH_DROP,URGENT_REFRESH,421,3510,585
77,content_72cbc0925ce1,41.10111411817312,STALE_HIGH_DROP,URGENT_REFRESH,299,19036,5115
78,content_ffbed1f22ce7,41.07753106652795,STALE_HIGH_DROP,URGENT_REFRESH,466,6311,1490
79,content_5f7fade16765,41.044417421546186,STALE_HIGH_DROP,URGENT_REFRESH,225,9316,1597
80,content_d07ea098353c,40.87791008249216,STALE_HIGH_DROP,URGENT_REFRESH,258,43925,13698
81,content_6b8b9762158c,40.813991156946344,STALE_HIGH_DROP,URGENT_REFRESH,224,9248,1616
82,content_045de7f327fe,40.737914230414404,STALE_HIGH_DROP,URGENT_REFRESH,321,3646,509
83,content_4090f0acd977,40.69470951923944,STALE_HIGH_DROP,URGENT_REFRESH,421,16898,5212
84,content_83a45875d815,40.638907970816774,STALE_HIGH_DROP,URGENT_REFRESH,224,13031,2711
85,content_aa522a6beecb,40.631931465000356,STALE_HIGH_DROP,URGENT_REFRESH,421,6497,1522
86,content_9d95058d8c5d,40.532952664015944,STALE_HIGH_DROP,URGENT_REFRESH,225,4697,542
87,content_a01545948bb5,40.33868690550259,STALE_HIGH_DROP,URGENT_REFRESH,225,3259,260
88,content_d266e425a2f3,40.23942241766482,STALE_HIGH_DROP,URGENT_REFRESH,326,1929,156
89,content_4a57b073f66c,40.228982885847856,STALE_HIGH_DROP,URGENT_REFRESH,326,3186,441
90,content_69e07bfa6f0a,40.22049779368795,STALE_HIGH_DROP,URGENT_REFRESH,390,1648,148
91,content_3caffc05c7f0,40.186931206184305,STALE_HIGH_DROP,URGENT_REFRESH,487,2149,330
92,content_1bd4dad83493,40.151214042442824,STALE_HIGH_DROP,URGENT_REFRESH,284,5709,1020
93,content_72965b6f147d,40.14521926957731,STALE_HIGH_DROP,URGENT_REFRESH,330,7357,1639
94,content_2ecffdf9bf32,40.00608249681925,STALE_HIGH_DROP,URGENT_REFRESH,225,5471,779
95,content_0003a66b9fa5,39.92367019365188,STALE_HIGH_DROP,URGENT_REFRESH,329,1630,112
96,content_5434f1f3cecc,39.85365459484152,STALE_HIGH_DROP,URGENT_REFRESH,229,7165,1249
97,content_79c22907284a,39.831501536171,STALE_HIGH_DROP,URGENT_REFRESH,460,11991,3699
98,content_a6bc67ad6378,39.81328334949909,STALE_HIGH_DROP,URGENT_REFRESH,257,12200,2903
99,content_f55a06663586,39.7743567379756,STALE_HIGH_DROP,URGENT_REFRESH,329,8288,1987
100,content_6973328a6bb8,39.70424416942827,STALE_HIGH_DROP,URGENT_REFRESH,224,5051,708
101,content_a5a5392242a4,39.60322271755564,STALE_HIGH_DROP,URGENT_REFRESH,326,1998,199
102,content_7a21f1aac586,39.55330661340441,STALE_HIGH_DROP,URGENT_REFRESH,224,3537,375
103,content_954cc45bd437,39.49778248384281,STALE_HIGH_DROP,URGENT_REFRESH,228,3857,461
104,content_b592819b7dcc,39.49202285387357,STALE_HIGH_DROP,URGENT_REFRESH,225,6642,1143
105,content_79f237777d7a,39.47690528858828,STALE_HIGH_DROP,URGENT_REFRESH,287,40247,13785
106,content_82ea9307e1ab,39.40105653319746,STALE_HIGH_DROP,URGENT_REFRESH,224,8303,1609
107,content_777f6b11a8eb,39.3591064615523,STALE_HIGH_DROP,URGENT_REFRESH,230,7452,1407
108,content_09e76bfc75d9,39.324360243253096,STALE_HIGH_DROP,URGENT_REFRESH,466,11733,3721
109,content_7a7c689609a4,39.31216805156026,STALE_HIGH_DROP,URGENT_REFRESH,315,1323,65
110,content_2f06371514c2,39.30424241083465,STALE_HIGH_DROP,URGENT_REFRESH,225,6697,1184
111,content_c7b87d5dd8a0,39.22995805852701,STALE_HIGH_DROP,URGENT_REFRESH,482,787,37
112,content_a653470d307b,39.08772383920477,STALE_HIGH_DROP,URGENT_REFRESH,225,2179,134
113,content_f7c48ec9c1c7,39.06906831009811,STALE_HIGH_DROP,URGENT_REFRESH,287,4498,808
114,content_8ba781dafa55,39.06058234201239,STALE_HIGH_DROP,URGENT_REFRESH,348,2431,350
115,content_0f0078353d2d,39.03630726057629,STALE_HIGH_DROP,URGENT_REFRESH,307,1531,108
116,content_726c7e761f6a,39.027139337688794,STALE_HIGH_DROP,URGENT_REFRESH,333,2350,316
117,content_82f54bb9c586,38.98216035707129,STALE_HIGH_DROP,URGENT_REFRESH,445,8907,2648
118,content_b7bd590fe572,38.969862380993774,STALE_HIGH_DROP,URGENT_REFRESH,313,2543,344
119,content_8b36799b7e44,38.897018525168846,STALE_HIGH_DROP,URGENT_REFRESH,299,53136,19832
120,content_a27e15f618c2,38.85588613357501,STALE_HIGH_DROP,URGENT_REFRESH,224,10368,2323
121,content_be6eafb216ba,38.80927405433372,STALE_HIGH_DROP,URGENT_REFRESH,421,2856,551
122,content_308516bb0d31,38.72151155438237,STALE_HIGH_DROP,URGENT_REFRESH,348,1023,46
123,content_95e06f0741c4,38.66231355630843,STALE_HIGH_DROP,URGENT_REFRESH,545,953,100
124,content_2f3532702ecc,38.58515851077261,STALE_HIGH_DROP,URGENT_REFRESH,421,2865,567
125,content_09783793b38d,38.56543369215779,STALE_HIGH_DROP,URGENT_REFRESH,257,12915,3439
126,content_8bb79651a584,38.50719018510361,STALE_HIGH_DROP,URGENT_REFRESH,287,10232,2696
127,content_b92a65abeeab,38.505895033348956,STALE_HIGH_DROP,URGENT_REFRESH,445,5288,1394
128,content_e6dcffdcb67a,38.46551557778266,STALE_HIGH_DROP,URGENT_REFRESH,482,1946,346
129,content_13c1a9eecb82,38.4195849771866,STALE_HIGH_DROP,URGENT_REFRESH,310,5625,1264
130,content_84ec730934ec,38.3696825581485,STALE_HIGH_DROP,URGENT_REFRESH,287,7512,1808
131,content_3e184243bea3,38.31540315012722,STALE_HIGH_DROP,URGENT_REFRESH,256,4473,798
132,content_e4243546d781,38.278483742844585,STALE_HIGH_DROP,URGENT_REFRESH,526,1404,220
133,content_5feee3994adb,38.26157657963239,STALE_HIGH_DROP,URGENT_REFRESH,231,2670,292
134,content_ea379287633b,38.24711002532431,STALE_HIGH_DROP,URGENT_REFRESH,299,14245,4257
135,content_1fbfb27c56d0,38.22623696479073,STALE_HIGH_DROP,URGENT_REFRESH,309,866,12
136,content_5c8b57a6b009,38.21009322190323,STALE_HIGH_DROP,URGENT_REFRESH,326,3753,743
137,content_73e60bb3846d,38.19843847478494,STALE_HIGH_DROP,URGENT_REFRESH,307,5264,1168
138,content_32cfb0b2fccf,37.93389716651787,STALE_HIGH_DROP,URGENT_REFRESH,287,31775,11242
139,content_b238a9bdb82c,37.92339713307285,STALE_HIGH_DROP,URGENT_REFRESH,333,3961,840
140,content_c5e109e0af90,37.91968126435958,STALE_HIGH_DROP,URGENT_REFRESH,421,1181,133
141,content_4a50087c06cb,37.91649185232488,STALE_HIGH_DROP,URGENT_REFRESH,286,14283,4280
142,content_9483a12a1ecc,37.888677425518736,STALE_HIGH_DROP,URGENT_REFRESH,326,4428,976
143,content_516d51b2955c,37.84339247045715,STALE_HIGH_DROP,URGENT_REFRESH,487,2519,552
144,content_4f0791e83311,37.84147130761502,STALE_HIGH_DROP,URGENT_REFRESH,482,13567,4836
145,content_9597d14e7fa8,37.78096359003093,STALE_HIGH_DROP,URGENT_REFRESH,307,5105,1162
146,content_e3087d137af4,37.72700480533373,STALE_HIGH_DROP,URGENT_REFRESH,330,1463,157
147,content_906b31c43bf9,37.615150937218424,STALE_HIGH_DROP,URGENT_REFRESH,307,6756,1726
148,content_14aae4e726f4,37.57127379531401,STALE_HIGH_DROP,URGENT_REFRESH,225,2242,227
149,content_ddcde052b7d9,37.502360949431115,STALE_HIGH_DROP,URGENT_REFRESH,284,8138,2141
150,content_cec88fea7a4f,37.42067429215554,STALE_HIGH_DROP,URGENT_REFRESH,326,13973,4511
151,content_cb2a0e33a759,37.38291648677689,STALE_HIGH_DROP,URGENT_REFRESH,223,8015,1855
152,content_9f91f0a66d76,37.34870035255762,STALE_HIGH_DROP,URGENT_REFRESH,225,5304,1042
153,content_4e47036c4e87,37.33176063170895,STALE_HIGH_DROP,URGENT_REFRESH,236,7756,1843
154,content_7420b9f13772,37.29740885484908,STALE_HIGH_DROP,URGENT_REFRESH,463,1293,196
155,content_e53329c90dca,37.27970170907658,STALE_HIGH_DROP,URGENT_REFRESH,326,1580,198
156,content_5b2b198ea3c1,37.207771574682425,STALE_HIGH_DROP,URGENT_REFRESH,445,486,6
157,content_9e3689ef2df5,37.206116579528135,STALE_HIGH_DROP,URGENT_REFRESH,230,6143,1328
158,content_824a11467353,37.18479449398817,STALE_HIGH_DROP,URGENT_REFRESH,480,31261,13075
159,content_a34087bbd82c,37.15448302052622,STALE_HIGH_DROP,URGENT_REFRESH,225,4853,933
160,content_bf7e47e20643,37.147492246597984,STALE_HIGH_DROP,URGENT_REFRESH,216,6938,1521
161,content_b26b6a6ca873,37.10022465027519,STALE_HIGH_DROP,URGENT_REFRESH,333,794,34
162,content_1bfaa38ff26c,37.073976856572024,STALE_HIGH_DROP,URGENT_REFRESH,231,9101,2305
163,content_cf5b051329ac,37.058378874621134,STALE_HIGH_DROP,URGENT_REFRESH,310,957,56
164,content_ede4d2a70581,37.00971897840022,STALE_HIGH_DROP,URGENT_REFRESH,421,631,31
165,content_132e90e4a575,36.94379713386046,STALE_HIGH_DROP,URGENT_REFRESH,224,31833,10890
166,content_875fc7912e9b,36.94362925020416,STALE_HIGH_DROP,URGENT_REFRESH,224,6904,1576
167,content_d49c7fc84373,36.723318275806236,STALE_HIGH_DROP,URGENT_REFRESH,312,7452,2110
168,content_058efde65398,36.668494921575494,STALE_HIGH_DROP,URGENT_REFRESH,287,7043,1895
169,content_bba7a7a249b2,36.617994054971184,STALE_HIGH_DROP,URGENT_REFRESH,286,2804,518
170,content_151413a68071,36.60309137419911,STALE_HIGH_DROP,URGENT_REFRESH,466,10192,3615
171,content_5883f3faa8e3,36.599686255699204,STALE_HIGH_DROP,URGENT_REFRESH,287,6346,1661
172,content_b45048bf83d0,36.582217587270186,STALE_HIGH_DROP,URGENT_REFRESH,487,722,73
173,content_7388fb24ce43,36.570826886225134,STALE_HIGH_DROP,URGENT_REFRESH,310,2557,480
174,content_b7ff130882bc,36.52625541554871,STALE_HIGH_DROP,URGENT_REFRESH,333,7310,2145
175,content_b138c0b35a91,36.49870966597376,STALE_HIGH_DROP,URGENT_REFRESH,421,16950,6440
176,content_15cb6f57162b,36.42146712492783,STALE_HIGH_DROP,URGENT_REFRESH,390,680,43
177,content_da7ad11e10c3,36.418071857833965,STALE_HIGH_DROP,URGENT_REFRESH,421,3544,931
178,content_64f14eaed432,36.40097788294281,STALE_HIGH_DROP,URGENT_REFRESH,230,10605,2952
179,content_fae4e95a4efd,36.393895807004085,STALE_HIGH_DROP,URGENT_REFRESH,310,961,73
180,content_33c2582626ad,36.314069964765956,STALE_HIGH_DROP,URGENT_REFRESH,286,3528,756
181,content_c71eefc9a1e1,36.25295092464349,STALE_HIGH_DROP,URGENT_REFRESH,284,1501,184
182,content_f0dced105107,36.238222919783254,STALE_HIGH_DROP,URGENT_REFRESH,480,3269,898
183,content_5495beb5dd63,36.15846468029382,STALE_HIGH_DROP,URGENT_REFRESH,284,1734,246
184,content_ece893172ee5,36.15404603793409,STALE_HIGH_DROP,URGENT_REFRESH,348,1657,276
185,content_d22a7f88021a,36.15099735301374,STALE_HIGH_DROP,URGENT_REFRESH,313,12114,4012
186,content_dce9528e18b1,36.014436472486004,STALE_HIGH_DROP,URGENT_REFRESH,421,653,52
187,content_0cd9cf911c9d,36.012845921939586,STALE_HIGH_DROP,URGENT_REFRESH,310,1537,222
188,content_7bd100e93e91,36.012053591511396,STALE_HIGH_DROP,URGENT_REFRESH,445,10757,3916
189,content_845548b95290,36.009344914978165,STALE_HIGH_DROP,URGENT_REFRESH,421,1341,231
190,content_8f88c87e2f5d,35.99333854689159,STALE_HIGH_DROP,URGENT_REFRESH,417,700,62
191,content_2659482959b9,35.99121614795385,STALE_HIGH_DROP,URGENT_REFRESH,230,3024,528
192,content_cd51be5dfcdb,35.98687662270887,STALE_HIGH_DROP,URGENT_REFRESH,482,6139,2040
193,content_3e8c5424bb71,35.97963135687343,STALE_HIGH_DROP,URGENT_REFRESH,309,3217,718
194,content_f51e9248f467,35.828448207063566,STALE_HIGH_DROP,URGENT_REFRESH,284,9218,2817
195,content_8409c4fc0ce6,35.81354121570817,STALE_HIGH_DROP,URGENT_REFRESH,460,498,29
196,content_4a1694ef8899,35.80962978758991,STALE_HIGH_DROP,URGENT_REFRESH,390,1316,216
197,content_6bdf69aa45ec,35.80263613245014,STALE_HIGH_DROP,URGENT_REFRESH,326,8113,2539
198,content_45af13de0a63,35.787995487979806,STALE_HIGH_DROP,URGENT_REFRESH,224,12085,3589
199,content_a9abb3ac2f01,35.78573155292652,STALE_HIGH_DROP,URGENT_REFRESH,299,8340,2544
200,content_3dbf0b8caf06,35.78168558811993,STALE_HIGH_DROP,URGENT_REFRESH,229,20408,6876
201,content_dc2091049b28,35.78073085879802,STALE_HIGH_DROP,URGENT_REFRESH,309,1443,205
202,content_e5467915ed04,35.731507111999285,STALE_HIGH_DROP,URGENT_REFRESH,309,4236,1076
203,content_86531acdeb78,35.64730147861582,STALE_HIGH_DROP,URGENT_REFRESH,309,749,45
204,content_e12f86c29ff8,35.598927171658715,STALE_HIGH_DROP,URGENT_REFRESH,490,1699,386
205,content_622373b3957b,35.569662767986294,STALE_HIGH_DROP,URGENT_REFRESH,537,1878,468
206,content_0511903a06f5,35.568464070769004,STALE_HIGH_DROP,URGENT_REFRESH,287,1249,148
207,content_3f675f6f8ee2,35.55789991703678,STALE_HIGH_DROP,URGENT_REFRESH,224,5751,1389
208,content_8f1232b9313c,35.530132575644494,STALE_HIGH_DROP,URGENT_REFRESH,344,1833,349
209,content_e03c56bdbec9,35.504022822218104,STALE_HIGH_DROP,URGENT_REFRESH,362,16197,6131
210,content_fa014137b3ea,35.50374872752334,STALE_HIGH_DROP,URGENT_REFRESH,445,2827,756
211,content_b2723b0e21a1,35.47969533836582,STALE_HIGH_DROP,URGENT_REFRESH,310,964,96
212,content_3a7c0ba260e8,35.47104330161225,STALE_HIGH_DROP,URGENT_REFRESH,223,1877,244
213,content_ad4020903cc3,35.43643276362405,STALE_HIGH_DROP,URGENT_REFRESH,284,2661,545
214,content_d9de17036440,35.43055428934856,STALE_HIGH_DROP,URGENT_REFRESH,312,2652,577
215,content_a31970ab59f0,35.39699364454234,STALE_HIGH_DROP,URGENT_REFRESH,284,2578,522
216,content_9a01a0189274,35.388327805906926,STALE_HIGH_DROP,URGENT_REFRESH,463,1341,267
217,content_b7be919a5054,35.376525072042774,STALE_HIGH_DROP,URGENT_REFRESH,258,3491,766
218,content_d4bcbcc3da99,35.3625085619902,STALE_HIGH_DROP,URGENT_REFRESH,286,6003,1691
219,content_75ce1a048515,35.315134636116376,STALE_HIGH_DROP,URGENT_REFRESH,224,5402,1303
220,content_9a29e017706f,35.3132062225675,STALE_HIGH_DROP,URGENT_REFRESH,299,24971,9702
221,content_5ab07c6566b4,35.285796157818446,STALE_HIGH_DROP,URGENT_REFRESH,224,3148,601
222,content_bc135bf3bfed,35.26712569512964,STALE_HIGH_DROP,URGENT_REFRESH,287,3493,826
223,content_714cd092a56f,35.245320816764995,STALE_HIGH_DROP,URGENT_REFRESH,224,8043,2222
224,content_4ef3bef436c6,35.168363372705784,STALE_HIGH_DROP,URGENT_REFRESH,299,8963,2890
225,content_c3ccadb77bc4,35.14492459387798,STALE_HIGH_DROP,URGENT_REFRESH,482,453,31
226,content_f3f0a4ce87b4,35.1281323148406,STALE_HIGH_DROP,URGENT_REFRESH,333,8336,2754
227,content_78c549f9e428,35.09153166775168,STALE_HIGH_DROP,URGENT_REFRESH,537,12261,4992
228,content_19770a458fcd,35.067712809699685,STALE_HIGH_DROP,URGENT_REFRESH,256,12760,4230
229,content_120c44f02510,35.05842928035367,STALE_HIGH_DROP,URGENT_REFRESH,445,978,161
230,content_a2268e3cd5b0,35.03408501665588,STALE_HIGH_DROP,URGENT_REFRESH,284,5830,1662
231,content_90e623952dbe,35.03160211095868,STALE_HIGH_DROP,URGENT_REFRESH,225,3327,675
232,content_46e394e518c1,35.017943510290905,STALE_HIGH_DROP,URGENT_REFRESH,309,797,68
233,content_4e86a482e5c1,34.998714907718586,STALE_HIGH_DROP,URGENT_REFRESH,257,1077,104
234,content_818a291377e2,34.93722093514872,STALE_HIGH_DROP,URGENT_REFRESH,504,2649,762
235,content_912484acf3be,34.907126335034654,STALE_HIGH_DROP,URGENT_REFRESH,284,516,5
236,content_47b0990b1cc0,34.891909424029855,STALE_HIGH_DROP,URGENT_REFRESH,310,543,18
237,content_a8d7a1744f79,34.77272690612468,STALE_HIGH_DROP,URGENT_REFRESH,257,9599,3043
238,content_c1a9429f1310,34.77140315988908,STALE_HIGH_DROP,URGENT_REFRESH,284,1172,151
239,content_f4e210ee0c27,34.75142680024187,STALE_HIGH_DROP,URGENT_REFRESH,224,6238,1657
240,content_bb305b86c038,34.73706876165972,STALE_HIGH_DROP,URGENT_REFRESH,284,8757,2828
241,content_d88a80933ba2,34.71407464321871,STALE_HIGH_DROP,URGENT_REFRESH,225,5667,1467
242,content_3e5673c16aa7,34.706549667223,STALE_HIGH_DROP,URGENT_REFRESH,224,9958,3026
243,content_13e5b24f285e,34.661605934379985,STALE_HIGH_DROP,URGENT_REFRESH,225,3739,832
244,content_88bde7b0c0c5,34.66070346790432,STALE_HIGH_DROP,URGENT_REFRESH,310,8208,2708
245,content_5fe46e04994d,34.62931201033772,STALE_HIGH_DROP,URGENT_REFRESH,537,218786,120791
246,content_dc34dac6e5f4,34.62749355205596,STALE_HIGH_DROP,URGENT_REFRESH,494,312,8
247,content_40c381906040,34.60779332956024,STALE_HIGH_DROP,URGENT_REFRESH,224,6408,1736
248,content_c5a22862db5f,34.605578250952796,STALE_HIGH_DROP,URGENT_REFRESH,228,2279,401
249,content_d636f1cf9880,34.57277649873545,STALE_HIGH_DROP,URGENT_REFRESH,300,14527,5344
250,content_c5788a4e2824,34.54338031883726,STALE_HIGH_DROP,URGENT_REFRESH,286,2957,698
251,content_33941ec34343,34.527258691050434,STALE_HIGH_DROP,URGENT_REFRESH,333,1760,360
252,content_bebfedfee490,34.49327935874026,STALE_HIGH_DROP,URGENT_REFRESH,309,1673,317
253,content_33a2ec3db00c,34.488210891371956,STALE_HIGH_DROP,URGENT_REFRESH,333,9489,3339
254,content_cca74085f335,34.484706325886314,STALE_HIGH_DROP,URGENT_REFRESH,313,2129,462
255,content_7ca01a22d3f9,34.41446152664395,STALE_HIGH_DROP,URGENT_REFRESH,487,692,103
256,content_68452f365b7d,34.41038806793756,STALE_HIGH_DROP,URGENT_REFRESH,307,8197,2734
257,content_788bb1a3d412,34.40899996208901,STALE_HIGH_DROP,URGENT_REFRESH,225,1890,299
258,content_3f48388279b8,34.360635462915276,STALE_HIGH_DROP,URGENT_REFRESH,341,498,25
259,content_610fcc044e74,34.35755956865047,STALE_HIGH_DROP,URGENT_REFRESH,225,4029,952
260,content_54f5a3cf5fef,34.34055450496873,STALE_HIGH_DROP,URGENT_REFRESH,230,2257,412
261,content_c0d52d9e1154,34.336696386577515,STALE_HIGH_DROP,URGENT_REFRESH,224,4110,978
262,content_831cc0a27ac2,34.329007540269124,STALE_HIGH_DROP,URGENT_REFRESH,228,6237,1727
263,content_1fb6a9c3aea4,34.31253444941317,STALE_HIGH_DROP,URGENT_REFRESH,284,9490,3199
264,content_213b1547a1b5,34.27769290162892,STALE_HIGH_DROP,URGENT_REFRESH,228,1522,211
265,content_5fca9d488e6b,34.27632418714429,STALE_HIGH_DROP,URGENT_REFRESH,517,352,22
266,content_deb202f8fae2,34.24748110302071,STALE_HIGH_DROP,URGENT_REFRESH,417,2160,563
